교차로명,자치구명,매일1,매일2,토요일1,토요일2,일요일,특이사항
은로초교,동작구,00:00~04:00,0.0,0,0,0,0
청솔빌딩,강서구,00:00~04:00,0.0,0,0,0,0
신서고,양천구,01:00~05:00,0.0,0,0,0,0
신서고,양천구,01:00~05:00,0.0,0,0,0,0
화곡7동주민센터,강서구,00:00~04:00,0.0,0,0,0,0
화곡7동주민센터,강서구,00:00~04:00,0.0,0,0,0,0
목동초교,양천구,00:00~05:00,0.0,0,0,0,0
건영아파트,송파구,01:00~05:00,0.0,0,0,0,0
국립과학수사,양천구,20:00~07:00,0,00:00~24:00,0,00:00~24:00,0
구로보건소,구로구,00:00~05:00,0.0,0,0,0,0
반포주공66동,서초구,00:00~05:00,0.0,0,0,0,0
반포주공66동,서초구,00:00~05:00,0.0,0,0,0,0
반포주공66동,서초구,00:00~05:00,0.0,0,0,0,0
송파상운,송파구,00:00~05:00,0.0,0,0,0,0
마천복지회관,송파구,00:00~05:00,0.0,0,0,0,0
마천복지회관,송파구,00:00~05:00,0.0,0,0,0,0
보훈약국,송파구,00:00~05:00,0.0,0,0,0,0
보훈약국,송파구,00:00~05:00,0.0,0,0,0,0
마천1치안센터,송파구,00:00~05:00,0.0,0,0,0,0
수명산파크101동,강서구,00:00~05:00,0.0,0,0,0,0
천호중,강동구,00:00~04:00,0.0,0,0,0,0
천호중,강동구,00:00~04:00,0.0,0,0,0,0
힐스테이트에코송파,송파구,00:00~05:00,0.0,0,0,0,0
가동초교,송파구,00:00~05:00,0.0,0,0,0,0
가동초교,송파구,00:00~05:00,0.0,0,0,0,0
오류남초교정문,구로구,00:00~05:00,0.0,0,0,0,0
구로노인종합복지관,구로구,00:00~04:00,0.0,0,0,0,0
길동현대아파트,강동구,00:00~04:00,0.0,0,0,0,0
신길초교,동작구,21:00~07:00,0.0,0,0,0,0
세륜중고앞,송파구,00:00~05:00,0.0,0,0,0,0
대일농원,서초구,00:00~05:00,0.0,0,0,0,0
대화프라자,서초구,00:00~05:00,0.0,0,0,0,0
대화프라자,서초구,00:00~05:00,0.0,0,0,0,0
세원마을입구,서초구,00:00~05:00,0.0,0,0,0,0
청계산SH710동앞,서초구,00:00~05:00,0.0,0,0,0,0
청계산SH710동앞,서초구,00:00~05:00,0.0,0,0,0,0
청계산입구,서초구,00:00~05:00,0.0,0,0,0,0
청계산입구,서초구,00:00~05:00,0.0,0,0,0,0
영화초교,동작구,00:00~04:00,0.0,0,0,0,0
오류2치안센터,구로구,00:00~05:00,0.0,0,0,0,0
둔촌주공아파트,강동구,00:00~04:00,0.0,0,0,0,0
둔촌주공아파트,강동구,00:00~04:00,0.0,0,0,0,0
수명산파크1단지,강서구,01:00~05:00,0.0,0,0,0,0
신도림미래사랑시티,구로구,00:00~06:00,0.0,0,0,0,0
신도림미래사랑시티,구로구,00:00~06:00,0.0,0,0,0,0
특수전사령부앞,송파구,00:00~05:00,0.0,0,0,0,0
특수전사령부앞,송파구,00:00~05:00,0.0,0,0,0,0
서초포레스타207동앞,서초구,00:00~05:00,0.0,0,0,0,0
마리오아울렛2,금천구,00:00~05:00,0.0,0,0,0,0
화원경로당,구로구,00:00~05:00,0.0,0,0,0,0
삼일초교,동작구,00:00~04:00,0.0,0,0,0,0
삼일초교,동작구,00:00~04:00,0.0,0,0,0,0
소천지,구로구,00:00~05:00,0.0,0,0,0,0
신도림복합빌딩,구로구,00:00~06:00,0.0,0,0,0,0
현대자동차서비스센터,동작구,21:00~07:00,0.0,0,0,0,0
동작고,동작구,00:00~04:00,0.0,0,0,0,0
신성아파트,강동구,00:00~04:00,0.0,0,0,0,0
신성아파트,강동구,00:00~04:00,0.0,0,0,0,0
난우초교,관악구,01:00~05:00,0.0,0,0,0,0
봉천119안전센터,관악구,00:00~04:00,0.0,0,0,0,0
명성스텐,송파구,00:00~05:00,0.0,0,0,0,0
신정이펜하우스4단지,양천구,01:00~05:00,0.0,0,0,0,0
서울신은초교,양천구,00:00~05:00,0.0,0,0,0,0
서울신은초교,양천구,00:00~05:00,0.0,0,0,0,0
우성상가,양천구,01:00~05:00,0.0,0,0,0,0
압구정역,강남구,00:00~04:00,0.0,0,0,0,0
화곡초교옆,강서구,00:00~04:00,0.0,0,0,0,0
동부구치소앞,송파구,00:00~05:00,0.0,0,0,0,0
동부구치소앞,송파구,00:00~05:00,0.0,0,0,0,0
가산동하이힐,금천구,00:00~05:00,0.0,0,0,0,0
가산동하이힐,금천구,00:00~05:00,0.0,0,0,0,0
연세중앙교회,구로구,00:00~04:00,0.0,0,0,0,0
연세중앙교회,구로구,00:00~04:00,0.0,0,0,0,0
"청계산SH6,7단지",서초구,00:00~05:00,0.0,0,0,0,0
방화2단지,강서구,00:00~05:00,0.0,0,0,0,0
방화2단지,강서구,00:00~05:00,0.0,0,0,0,0
천왕연지타운1단지,구로구,00:00~05:00,0.0,0,0,0,0
천왕연지타운1단지,구로구,00:00~05:00,0.0,0,0,0,0
상도3차래미안아파트,동작구,00:00~05:00,0.0,0,0,0,0
증미역,강서구,00:00~04:00,0.0,0,0,0,0
증미역,강서구,00:00~04:00,0.0,0,0,0,0
보석빌딩,강남구,01:00~05:00,0.0,0,0,0,0
보석빌딩,강남구,01:00~05:00,0.0,0,0,0,0
신서초교정문,양천구,00:00~05:00,0.0,0,0,0,0
신서초교정문,양천구,00:00~05:00,0.0,0,0,0,0
신서초교정문,양천구,00:00~05:00,0.0,0,0,0,0
신서초교정문,양천구,00:00~05:00,0.0,0,0,0,0
영원초교정문앞,영등포구,23:00~06:00,0.0,0,0,0,0
세진테크노빌,금천구,00:00~05:00,0.0,0,0,0,0
스타밸리,금천구,00:00~05:00,0.0,0,0,0,0
독산1동천주교,금천구,00:00~05:00,0.0,0,0,0,0
독산역롯데캐슬아파트,금천구,00:00~05:00,0.0,0,0,0,0
반포2단지입구,서초구,00:00~05:00,0.0,0,0,0,0
벽산디지털밸리,금천구,00:00~05:00,0.0,0,0,0,0
신림현대아파트앞,관악구,00:00~04:00,0.0,0,0,0,0
신한은행마천,송파구,00:00~05:00,0.0,0,0,0,0
신한은행마천,송파구,00:00~05:00,0.0,0,0,0,0
대방대림아파트,동작구,00:00~04:00,0.0,0,0,0,0
남성아파트앞,영등포구,01:00~05:00,0.0,0,0,0,0
잠실고정문,송파구,01:00~05:00,0.0,0,0,0,0
한영중고교앞,강동구,00:00~04:00,0.0,0,0,0,0
농협입구,강동구,00:00~04:00,0.0,0,0,0,0
금천공동체지원센터,금천구,00:00~04:00,0.0,0,0,0,0
금천공동체지원센터,금천구,00:00~04:00,0.0,0,0,0,0
금천공동체지원센터,금천구,00:00~04:00,0.0,0,0,0,0
보라매공원후문,동작구,00:00~04:00,0.0,0,0,0,0
보라매공원후문,동작구,00:00~04:00,0.0,0,0,0,0
낙성현대아파트,관악구,00:00~04:00,0.0,0,0,0,0
서울의료원,강남구,00:00~05:00,0.0,0,0,0,0
신암중,강동구,00:00~04:00,0.0,0,0,0,0
SH빌아파트,동작구,00:00~05:00,0.0,0,0,0,0
강남초교,동작구,00:00~05:00,0.0,0,0,0,0
강남초교,동작구,00:00~05:00,0.0,0,0,0,0
반포종합사회복지관,서초구,00:00~05:00,0.0,0,0,0,0
강일10단지,강동구,01:00~05:00,0.0,0,0,0,0
강일9.10단지삼거리,강동구,01:00~05:00,0.0,0,0,0,0
"강일1,3단지",강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크101동앞,강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크3단지입구,강동구,01:00~05:00,0.0,0,0,0,0
"강일6,8단지",강동구,01:00~05:00,0.0,0,0,0,0
"강일6,8단지",강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크1단지입구,강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크2단지입구,강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크5단지입구,강동구,01:00~05:00,0.0,0,0,0,0
강일리버파크6단지입구,강동구,01:00~05:00,0.0,0,0,0,0
강일초교,강동구,01:00~05:00,0.0,0,0,0,0
강일9단지입구,강동구,01:00~05:00,0.0,0,0,0,0
방화삼환아파트,강서구,00:00~04:00,0.0,0,0,0,0
방화삼환아파트,강서구,00:00~04:00,0.0,0,0,0,0
방화3동성당,강서구,00:00~05:00,0.0,0,0,0,0
방화3동성당,강서구,00:00~05:00,0.0,0,0,0,0
방화3동성당,강서구,00:00~05:00,0.0,0,0,0,0
방화서광아파트,강서구,00:00~05:00,0.0,0,0,0,0
반🅓정사삼거리,강서구,00:00~04:00,0.0,0,0,0,0
공진초등학교,강서구,00:00~04:00,0.0,0,0,0,0
방원중학교,강서구,17:00~07:00,0,00:00~24:00,0,00:00~24:00,0
방원중학교,강서구,17:00~07:00,0,00:00~24:00,0,00:00~24:00,0
양재근린공원,서초구,00:00~05:00,0.0,0,0,0,0
가양5단지상가,강서구,00:00~04:00,0.0,0,0,0,0
등양초교후문,강서구,00:00~04:00,0.0,0,0,0,0
등촌주공602동,강서구,00:00~04:00,0.0,0,0,0,0
서우빌딩,강서구,00:00~04:00,0.0,0,0,0,0
방화503동앞,강서구,00:00~05:00,0.0,0,0,0,0
효동주유소,송파구,00:00~05:00,0.0,0,0,0,0
역삼119안전센터,강남구,01:00~05:00,0.0,0,0,0,0
역삼119안전센터,강남구,01:00~05:00,0.0,0,0,0,0
도성초교사거리,강남구,00:00~05:00,0.0,0,0,0,0
도성초교사거리,강남구,00:00~05:00,0.0,0,0,0,0
국민은행개포남지점,강남구,01:00~05:00,0.0,0,0,0,0
국민은행개포남지점,강남구,01:00~05:00,0.0,0,0,0,0
개포우성3차아파트,강남구,01:00~05:00,0.0,0,0,0,0
개포우성3차아파트,강남구,01:00~05:00,0.0,0,0,0,0
개원초교,강남구,01:00~05:00,0.0,0,0,0,0
구룡중,강남구,01:00~05:00,0.0,0,0,0,0
개포2동주민센터,강남구,01:00~05:00,0.0,0,0,0,0
개포2동주민센터,강남구,01:00~05:00,0.0,0,0,0,0
개포도서관,강남구,01:00~05:00,0.0,0,0,0,0
개포도서관,강남구,01:00~05:00,0.0,0,0,0,0
휘문고정문,강남구,01:00~05:00,0.0,0,0,0,0
휘문고정문,강남구,01:00~05:00,0.0,0,0,0,0
(구)역삼세무서,강남구,01:00~05:00,0.0,0,0,0,0
사당5동주민센터,동작구,00:00~05:00,0.0,0,0,0,0
조원아파트사거리,관악구,00:00~05:00,0.0,0,0,0,0
은천초교입구,관악구,01:00~04:00,0.0,0,0,0,0
강동구청,강동구,00:00~04:00,0.0,0,0,0,0
강동구청,강동구,00:00~04:00,0.0,0,0,0,0
강동구청,강동구,00:00~04:00,0.0,0,0,0,0
양재빗물펌프장,서초구,00:00~05:00,0.0,0,0,0,0
대한결핵협회,서초구,00:00~05:00,0.0,0,0,0,0
구로SK허브수,구로구,00:00~05:00,0.0,0,0,0,0
한솔치과,송파구,00:00~05:00,0.0,0,0,0,0
마천대화주택,송파구,00:00~05:00,0.0,0,0,0,0
마곡유치원,강서구,21:00~06:00,0.0,0,0,0,0
관악푸르지오121동앞,관악구,01:00~05:00,0.0,0,0,0,0
선린초교,강동구,00:00~05:00,0.0,0,0,0,0
선린초교,강동구,00:00~05:00,0.0,0,0,0,0
선린초교,강동구,00:00~05:00,0.0,0,0,0,0
서서울생활과학고등학교위,구로구,00:00~05:00,0.0,0,0,0,0
대진빌라,구로구,00:00~06:00,0.0,0,0,0,0
흑석센트레빌아파트,동작구,01:00~05:00,0.0,0,0,0,0
흑석센트레빌아파트,동작구,01:00~05:00,0.0,0,0,0,0
중앙대중문,동작구,00:00~05:00,0.0,0,0,0,0
중앙대중문,동작구,00:00~05:00,0.0,0,0,0,0
고덕리엔파크306동앞,강동구,19:00~07:00,0.0,0,0,0,0
개포우체국,강남구,01:00~05:00,0.0,0,0,0,0
동신목재합판앞,강동구,00:00~04:00,0.0,0,0,0,0
미래빌라앞,구로구,00:00~05:00,0.0,0,0,0,0
청계산역삼거리,서초구,00:00~05:00,0.0,0,0,0,0
청계산역,서초구,00:00~05:00,0.0,0,0,0,0
서초구견인차량보관소,서초구,00:00~05:00,0.0,0,0,0,0
청계산주차장,서초구,00:00~05:00,0.0,0,0,0,0
본마을입구,서초구,00:00~05:00,0.0,0,0,0,0
언주초교,강남구,00:00~05:00,0.0,0,0,0,0
보라매병원앞,동작구,00:00~04:00,0.0,0,0,0,0
보훈병원,송파구,00:00~04:00,0.0,0,0,0,0
보훈병원,송파구,00:00~04:00,0.0,0,0,0,0
보훈병원,송파구,00:00~04:00,0.0,0,0,0,0
마곡2단지,강서구,01:00~05:00,0.0,0,0,0,0
강동경찰서앞,강동구,00:00~04:00,0.0,0,0,0,0
우장산휴먼빌아파트,강서구,00:00~05:00,0.0,0,0,0,0
위례와이즈더샵사거리,송파구,00:00~04:00,0.0,0,0,0,0
우솔초등학교,서초구,00:00~05:00,0.0,0,0,0,0
화곡초교,강서구,00:00~04:00,0.0,0,0,0,0
능인검문소,강서구,00:00~04:00,0.0,0,0,0,0
언남초교앞,서초구,00:00~05:00,0.0,0,0,0,0
언남초교앞,서초구,00:00~05:00,0.0,0,0,0,0
서정초교삼거리,양천구,21:00~06:00,0.0,0,0,0,0
조원아파트,관악구,00:00~04:00,0.0,0,0,0,0
목양침례교회,서초구,20:00~07:00,0.0,0,0,0,0
목양침례교회,서초구,20:00~07:00,0.0,0,0,0,0
목양침례교회,서초구,20:00~07:00,0.0,0,0,0,0
언남초교정문,서초구,00:00~05:00,0.0,0,0,0,0
마천동교회,송파구,09:00~08:00,0.0,0,0,0,0
마곡M밸리4단지앞,강서구,01:00~05:00,0.0,0,0,0,0
마곡501동앞,강서구,01:00~05:00,0.0,0,0,0,0
마곡602동앞,강서구,01:00~05:00,0.0,0,0,0,0
성내도서관앞,강동구,00:00~04:00,0.0,0,0,0,0
마곡301동앞,강서구,01:00~05:00,0.0,0,0,0,0
서초더샵1단지앞,서초구,00:00~05:00,0.0,0,0,0,0
서초더샵1단지앞,서초구,00:00~05:00,0.0,0,0,0,0
서초더샵1단지앞,서초구,00:00~05:00,0.0,0,0,0,0
상도롯데캐슬,동작구,00:00~05:00,0.0,0,0,0,0
"네이처힐5,7단지앞",서초구,00:00~05:00,0.0,0,0,0,0
행복숲어린이집앞,송파구,09:00~08:00,0.0,0,0,0,0
한국노총회관,영등포구,01:00~05:00,0.0,0,0,0,0
화곡I파크아파트1,강서구,00:00~05:00,0.0,0,0,0,0
당산초교,영등포구,01:00~05:00,0.0,0,0,0,0
당산초교,영등포구,01:00~05:00,0.0,0,0,0,0
화곡I파크아파트2,강서구,00:00~05:00,0.0,0,0,0,0
당서초교정문,영등포구,01:00~05:00,0.0,0,0,0,0
당서초교정문,영등포구,01:00~05:00,0.0,0,0,0,0
힐스테이트앞,강서구,00:00~05:00,0.0,0,0,0,0
내발산주공,강서구,00:00~05:00,0.0,0,0,0,0
홈플러스강서점,강서구,00:00~05:00,0.0,0,0,0,0
영중초교,영등포구,00:00~05:00,0.0,0,0,0,0
가양9단지,강서구,00:00~04:00,0.0,0,0,0,0
문래LG빌리지단지안,영등포구,01:00~05:00,0.0,0,0,0,0
문래현대홈타운,영등포구,01:00~05:00,0.0,0,0,0,0
가양초교,강서구,01:00~05:00,0.0,0,0,0,0
가양초교,강서구,01:00~05:00,0.0,0,0,0,0
문래삼환아파트,영등포구,01:00~05:00,0.0,0,0,0,0
롯데삼강,영등포구,00:00~05:00,0.0,0,0,0,0
염강초교,강서구,00:00~04:00,0.0,0,0,0,0
염강초교,강서구,00:00~04:00,0.0,0,0,0,0
염강초교,강서구,00:00~04:00,0.0,0,0,0,0
다솔할인마트,강서구,22:00~07:30,0.0,0,0,0,0
근상프리즘,강서구,00:00~04:00,0.0,0,0,0,0
발산초교,강서구,00:00~05:00,0.0,0,0,0,0
발산초교,강서구,00:00~05:00,0.0,0,0,0,0
화곡고등학교,강서구,00:00~05:00,0.0,0,0,0,0
화곡고등학교,강서구,00:00~05:00,0.0,0,0,0,0
공진중,강서구,01:00~05:00,0.0,0,0,0,0
공진중,강서구,01:00~05:00,0.0,0,0,0,0
공진중,강서구,01:00~05:00,0.0,0,0,0,0
여의도선착장,영등포구,01:00~05:00,0.0,0,0,0,0
마곡힐스테이트,강서구,01:00~05:00,0.0,0,0,0,0
"강일9,10단지",강동구,01:00~05:00,0.0,0,0,0,0
롯데빌라,서초구,00:00~05:00,0.0,0,0,0,0
롯데빌라,서초구,00:00~05:00,0.0,0,0,0,0
KEB하나은행방배동,서초구,01:00~05:00,0.0,0,0,0,0
반포3동주민센터,서초구,00:00~05:00,0.0,0,0,0,0
삼호가든상가,서초구,00:00~05:00,0.0,0,0,0,0
삼호가든상가,서초구,00:00~05:00,0.0,0,0,0,0
서원초교,서초구,00:00~05:00,0.0,0,0,0,0
서원초교,서초구,00:00~05:00,0.0,0,0,0,0
서초래미안,서초구,00:00~05:00,0.0,0,0,0,0
하나로마트양재,서초구,00:00~05:00,0.0,0,0,0,0
서초고,서초구,00:00~05:00,0.0,0,0,0,0
잠원쇼핑,서초구,00:00~05:00,0.0,0,0,0,0
잠원쇼핑,서초구,00:00~05:00,0.0,0,0,0,0
르엘대치정문앞,강남구,20:00~07:00,0.0,0,0,0,0
보라매자이103동앞,동작구,00:00~05:00,0.0,0,0,0,0
사당대림아파트5동앞,동작구,00:00~04:00,0.0,0,0,0,0
한강빌리지앞,동작구,00:00~05:00,0.0,0,0,0,0
현성빌딩앞,동작구,21:00~07:00,0.0,0,0,0,0
동작빌라앞,동작구,00:00~04:00,0.0,0,0,0,0
신화아파트앞,관악구,01:00~05:00,0.0,0,0,0,0
태평양파크빌라트,송파구,09:00~08:00,0.0,0,0,0,0
계성초교,서초구,20:00~07:00,0.0,0,0,0,0
세곡LH1단지앞,강남구,20:00~07:00,0.0,0,0,0,0
강남운전면허시험장,강남구,21:00~08:00,0,00:00~24:00,0,00:00~24:00,0
대모초교,강남구,20:00~07:00,0.0,0,0,0,0
일원펌프장,강남구,00:00~05:00,0.0,0,0,0,0
신반포중앙교회,서초구,00:00~04:00,0.0,0,0,0,0
반원초교,서초구,20:00~07:00,0.0,0,0,0,0
반원초교,서초구,20:00~07:00,0.0,0,0,0,0
아주초교,송파구,00:00~05:00,0.0,0,0,0,0
아주초교,송파구,00:00~05:00,0.0,0,0,0,0
아주초교,송파구,00:00~05:00,0.0,0,0,0,0
거여아파트단지,송파구,00:00~05:00,0.0,0,0,0,0
우리은행송파,송파구,01:00~05:00,0.0,0,0,0,0
정신여고,송파구,00:00~05:00,0.0,0,0,0,0
토성초교,송파구,00:00~05:00,0.0,0,0,0,0
풍납초교,송파구,00:00~05:00,0.0,0,0,0,0
미사강변17단지삼거리,강동구,01:00~05:00,0.0,0,0,0,0
성내초교,강동구,00:00~04:00,0.0,0,0,0,0
강동고교입구,강동구,01:00~04:00,0.0,0,0,0,0
강서교육청,양천구,00:00~05:00,0.0,0,0,0,0
강서교육청,양천구,00:00~05:00,0.0,0,0,0,0
목동1단지130동앞,양천구,01:00~05:00,0.0,0,0,0,0
목동5단지상가,양천구,00:00~05:00,0.0,0,0,0,0
목동1030동앞,양천구,00:00~05:00,0.0,0,0,0,0
양천구청역,양천구,00:00~05:00,0.0,0,0,0,0
양천구청역,양천구,00:00~05:00,0.0,0,0,0,0
양천구청역,양천구,00:00~05:00,0.0,0,0,0,0
아홉길사랑교회,구로구,00:00~05:00,0.0,0,0,0,0
현대홈타운삼거리,구로구,00:00~04:00,0.0,0,0,0,0
국회동문,영등포구,20:00~07:00,0.0,0,0,0,0
둔치주차장,영등포구,01:00~05:00,0.0,0,0,0,0
LG전자연구소,금천구,00:00~04:00,0.0,0,0,0,0
LG전자연구소,금천구,00:00~04:00,0.0,0,0,0,0
오류고등학교,구로구,00:00~05:00,0.0,0,0,0,0
궁동저수지생태공원,구로구,00:00~05:00,0.0,0,0,0,0
등촌주공근린공원,강서구,00:00~04:00,0.0,0,0,0,0
등촌고등학교,강서구,00:00~04:00,0.0,0,0,0,0
등현초교,강서구,00:00~04:00,0.0,0,0,0,0
등현초교,강서구,00:00~04:00,0.0,0,0,0,0
등현초교,강서구,00:00~04:00,0.0,0,0,0,0
초원교회,강서구,00:00~04:00,0.0,0,0,0,0
초원교회,강서구,00:00~04:00,0.0,0,0,0,0
글샘공원,송파구,00:00~05:00,0.0,0,0,0,0
금천초교,금천구,21:00~06:00,0.0,0,0,0,0
래미안신반포리오센트,서초구,00:00~05:00,0.0,0,0,0,0
영동중학교정문,서초구,20:00~07:00,0.0,0,0,0,0
구반포치안센터,서초구,20:00~07:00,0.0,0,0,0,0
원신초교앞,관악구,07:30~17:00,0,0,0,00:00~24:00,특수일점멸
화성교회,강서구,00:00~04:00,0.0,0,0,0,0
반포센트럴푸르지오써밋,서초구,00:00~05:00,0.0,0,0,0,0
반포센트럴푸르지오써밋,서초구,00:00~05:00,0.0,0,0,0,0
동작사회복지관,동작구,00:00~04:00,0.0,0,0,0,0
흑석롯데캐슬,동작구,00:00~05:00,0.0,0,0,0,0
흑석지구대앞,동작구,21:00~07:00,0.0,0,0,0,0
목동파크자이107동앞,양천구,01:00~05:00,0.0,0,0,0,0
목동파크자이107동앞,양천구,20:00~07:00,0.0,0,0,0,0
목동파크자이107동앞,양천구,20:00~07:00,0.0,0,0,0,0
목동아이스링크,양천구,00:00~04:00,0.0,0,0,0,0
수명산파크115동앞,강서구,01:00~05:00,0.0,0,0,0,0
명덕외고정문,강서구,01:00~05:00,0.0,0,0,0,0
MS빌딩,강남구,01:00~05:00,0.0,0,0,0,0
구립양지어린이집앞,동작구,00:00~04:00,0.0,0,0,0,0
네이처힐501동앞,서초구,00:00~05:00,0.0,0,0,0,0
개봉현대홈타운210동,구로구,00:00~04:00,0.0,0,0,0,0
